age,race,,,,,,,,,,,,
31,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
40,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
25,Native American,,,,,,,,,,,,
40,White,,,,,,,,,,,,
58,White,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
21,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
15,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
31,Hispanic,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
25,Native American,,,,,,,,,,,,
48,White,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
58,Hispanic,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
76,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
16,White,,,,,,,,,,,,
67,Unknown Race,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
44,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
30,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
32,Native American,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
55,Black,,,,,,,,,,,,
68,Unknown Race,,,,,,,,,,,,
46,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
62,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
34,White,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
15,Black,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
26,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
71,Hispanic,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
22,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
51,Black,,,,,,,,,,,,
66,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
44,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
60,Unknown Race,,,,,,,,,,,,
26,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
65,White,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
54,White,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
20,White,,,,,,,,,,,,
50,Black,,,,,,,,,,,,
54,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
23,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
36,White,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
57,White,,,,,,,,,,,,
15,Black,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
43,White,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
48,White,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
32,White,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
26,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
62,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
16,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
59,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
70,Hispanic,,,,,,,,,,,,
45,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
38,Asian,,,,,,,,,,,,
24,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
70,White,,,,,,,,,,,,
36,Unknown Race,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
43,White,,,,,,,,,,,,
52,Hispanic,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
37,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
55,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
33,Native American,,,,,,,,,,,,
40,White,,,,,,,,,,,,
58,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
54,White,,,,,,,,,,,,
40,Unknown Race,,,,,,,,,,,,
34,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
54,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
16,White,,,,,,,,,,,,
58,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
45,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
51,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
32,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
53,Native American,,,,,,,,,,,,
46,White,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
19,White,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
23,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
56,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
56,Black,,,,,,,,,,,,
37,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
50,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
21,Native American,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
64,White,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
37,White,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
66,White,,,,,,,,,,,,
20,Asian,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
63,Hispanic,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
60,White,,,,,,,,,,,,
25,Pacific Islander,,,,,,,,,,,,
53,White,,,,,,,,,,,,
82,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
57,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
21,White,,,,,,,,,,,,
75,White,,,,,,,,,,,,
50,Unknown Race,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
29,Native American,,,,,,,,,,,,
34,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
66,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
55,Hispanic,,,,,,,,,,,,
18,Asian,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
24,White,,,,,,,,,,,,
17,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
63,Unknown Race,,,,,,,,,,,,
31,White,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
71,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
15,Black,,,,,,,,,,,,
59,Hispanic,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
65,White,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
74,White,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
43,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
58,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
54,Black,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
65,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
48,White,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
48,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
51,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
50,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
15,Hispanic,,,,,,,,,,,,
40,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
15,White,,,,,,,,,,,,
62,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
54,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
67,White,,,,,,,,,,,,
28,Pacific Islander,,,,,,,,,,,,
24,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
59,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
15,Black,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
53,White,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
57,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
20,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
46,White,,,,,,,,,,,,
52,Hispanic,,,,,,,,,,,,
15,Black,,,,,,,,,,,,
16,Black,,,,,,,,,,,,
79,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
70,White,,,,,,,,,,,,
43,Asian,,,,,,,,,,,,
24,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
55,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
17,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
56,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
16,Hispanic,,,,,,,,,,,,
24,Native American,,,,,,,,,,,,
33,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
30,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
36,Unknown Race,,,,,,,,,,,,
25,White,,,,,,,,,,,,
33,Native American,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
49,Black,,,,,,,,,,,,
68,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
47,Hispanic,,,,,,,,,,,,
65,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
60,Asian,,,,,,,,,,,,
46,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
73,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
36,Native American,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
18,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
45,Asian,,,,,,,,,,,,
29,White,,,,,,,,,,,,
43,Unknown Race,,,,,,,,,,,,
47,White,,,,,,,,,,,,
73,Black,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
52,Unknown Race,,,,,,,,,,,,
23,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
29,Unknown Race,,,,,,,,,,,,
42,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
21,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
58,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
56,White,,,,,,,,,,,,
18,White,,,,,,,,,,,,
16,Hispanic,,,,,,,,,,,,
36,White,,,,,,,,,,,,
43,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
23,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
51,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
91,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
70,Hispanic,,,,,,,,,,,,
38,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
25,Native American,,,,,,,,,,,,
32,White,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
66,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
44,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
62,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
54,White,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
51,White,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
63,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
48,Pacific Islander,,,,,,,,,,,,
32,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
22,White,,,,,,,,,,,,
48,Hispanic,,,,,,,,,,,,
55,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
64,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
37,White,,,,,,,,,,,,
33,Pacific Islander,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
18,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
26,White,,,,,,,,,,,,
34,Native American,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
29,White,,,,,,,,,,,,
18,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
51,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
52,Hispanic,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
50,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
68,Black,,,,,,,,,,,,
56,White,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
45,White,,,,,,,,,,,,
41,Asian,,,,,,,,,,,,
38,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
44,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
50,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
53,Unknown Race,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
49,White,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
34,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
59,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
54,Black,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
22,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
60,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
57,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
57,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
44,Black,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
55,Unknown Race,,,,,,,,,,,,
49,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
50,Black,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
16,Hispanic,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
28,Native American,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
29,White,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
43,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
37,Asian,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
33,Native American,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
47,White,,,,,,,,,,,,
29,Pacific Islander,,,,,,,,,,,,
26,White,,,,,,,,,,,,
20,Native American,,,,,,,,,,,,
54,White,,,,,,,,,,,,
41,Asian,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
41,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
44,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
31,Hispanic,,,,,,,,,,,,
50,Hispanic,,,,,,,,,,,,
42,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
23,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
41,White,,,,,,,,,,,,
51,Black,,,,,,,,,,,,
64,White,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
35,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
63,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
44,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
52,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
35,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
71,White,,,,,,,,,,,,
19,Native American,,,,,,,,,,,,
34,White,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
61,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
48,Asian,,,,,,,,,,,,
53,White,,,,,,,,,,,,
